Base Path: /home/ltato/LiteScript_online_playground/playground/js
Main Module: ./online

375 12(CODE) method _signal(eventName, e)
    'method'(IDENTIFIER) '_signal'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'e'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 375:20 [1] '_signal'(IDENTIFIER)
>>>ADVANCE 375:27 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 375:28 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 375:37 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 375:39 [5] 'e'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'e'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER e
>>>ADVANCE 375:40 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 376:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 376:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

376 12(CODE) method once(eventName, callback)
    'method'(IDENTIFIER) 'once'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 376:20 [1] 'once'(IDENTIFIER)
>>>ADVANCE 376:24 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 376:25 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 376:34 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 376:36 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 376:44 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 377:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 377:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

377 12(CODE) method setDefaultHandler(eventName, callback)
    'method'(IDENTIFIER) 'setDefaultHandler'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 377:20 [1] 'setDefaultHandler'(IDENTIFIER)
>>>ADVANCE 377:37 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 377:38 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 377:47 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 377:49 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 377:57 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 378:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 378:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

378 12(CODE) method removeDefaultHandler(eventName, callback)
    'method'(IDENTIFIER) 'removeDefaultHandler'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 378:20 [1] 'removeDefaultHandler'(IDENTIFIER)
>>>ADVANCE 378:40 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 378:41 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 378:50 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 378:52 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 378:60 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 379:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 379:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

379 12(CODE) method addEventListener(eventName, callback, capturing)
    'method'(IDENTIFIER) 'addEventListener'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ','(LITERAL) 'capturing'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 379:20 [1] 'addEventListener'(IDENTIFIER)
>>>ADVANCE 379:36 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 379:37 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 379:46 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 379:48 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 379:56 [6] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 379:58 [7] 'capturing'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'capturing'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER capturing
>>>ADVANCE 379:67 [8] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 380:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 380:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

380 12(CODE) method on(eventName, callback, capturing)
    'method'(IDENTIFIER) 'on'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ','(LITERAL) 'capturing'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 380:20 [1] 'on'(IDENTIFIER)
>>>ADVANCE 380:22 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 380:23 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 380:32 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 380:34 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 380:42 [6] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 380:44 [7] 'capturing'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'capturing'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER capturing
>>>ADVANCE 380:53 [8] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 381:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 381:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

381 12(CODE) method removeEventListener(eventName, callback)
    'method'(IDENTIFIER) 'removeEventListener'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 381:20 [1] 'removeEventListener'(IDENTIFIER)
>>>ADVANCE 381:39 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 381:40 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 381:49 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 381:51 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 381:59 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 382:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 382:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

382 12(CODE) method removeListener(eventName, callback)
    'method'(IDENTIFIER) 'removeListener'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 382:20 [1] 'removeListener'(IDENTIFIER)
>>>ADVANCE 382:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 382:35 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 382:44 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 382:46 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 382:54 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 383:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 383:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

383 12(CODE) method off(eventName, callback)
    'method'(IDENTIFIER) 'off'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 383:20 [1] 'off'(IDENTIFIER)
>>>ADVANCE 383:23 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 383:24 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 383:33 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 383:35 [5] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 383:43 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 384:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 384:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

384 12(CODE) method removeAllListeners(eventName)
    'method'(IDENTIFIER) 'removeAllListeners'(IDENTIFIER) '('(LITERAL) 'eventName'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 384:20 [1] 'removeAllListeners'(IDENTIFIER)
>>>ADVANCE 384:38 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 384:39 [3] 'eventName'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'eventName'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER eventName
>>>ADVANCE 384:48 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 385:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 385:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

385 12(CODE) method onError(e)
    'method'(IDENTIFIER) 'onError'(IDENTIFIER) '('(LITERAL) 'e'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 385:20 [1] 'onError'(IDENTIFIER)
>>>ADVANCE 385:27 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 385:28 [3] 'e'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'e'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER e
>>>ADVANCE 385:29 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 386:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 386:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

386 12(CODE) method onMessage(e)
    'method'(IDENTIFIER) 'onMessage'(IDENTIFIER) '('(LITERAL) 'e'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 386:20 [1] 'onMessage'(IDENTIFIER)
>>>ADVANCE 386:29 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 386:30 [3] 'e'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'e'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER e
>>>ADVANCE 386:31 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 387:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 387:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

387 12(CODE) method $normalizePath(path)
    'method'(IDENTIFIER) '$normalizePath'(IDENTIFIER) '('(LITERAL) 'path'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 387:20 [1] '$normalizePath'(IDENTIFIER)
>>>ADVANCE 387:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 387:35 [3] 'path'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'path'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER path
>>>ADVANCE 387:39 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 388:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 388:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

388 12(CODE) method terminate()
    'method'(IDENTIFIER) 'terminate'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 388:20 [1] 'terminate'(IDENTIFIER)
>>>ADVANCE 388:29 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 388:30 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 389:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 389:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

389 12(CODE) method send(cmd, args)
    'method'(IDENTIFIER) 'send'(IDENTIFIER) '('(LITERAL) 'cmd'(IDENTIFIER) ','(LITERAL) 'args'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 389:20 [1] 'send'(IDENTIFIER)
>>>ADVANCE 389:24 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 389:25 [3] 'cmd'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'cmd'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER cmd
>>>ADVANCE 389:28 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 389:30 [5] 'args'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'args'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER args
>>>ADVANCE 389:34 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 390:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 390:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

390 12(CODE) method call(cmd, args, callback)
    'method'(IDENTIFIER) 'call'(IDENTIFIER) '('(LITERAL) 'cmd'(IDENTIFIER) ','(LITERAL) 'args'(IDENTIFIER) ','(LITERAL) 'callback'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 390:20 [1] 'call'(IDENTIFIER)
>>>ADVANCE 390:24 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 390:25 [3] 'cmd'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'cmd'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER cmd
>>>ADVANCE 390:28 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 390:30 [5] 'args'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'args'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER args
>>>ADVANCE 390:34 [6] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 390:36 [7] 'callback'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'callback'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER callback
>>>ADVANCE 390:44 [8] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 391:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 391:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

391 12(CODE) method emit(event, data)
    'method'(IDENTIFIER) 'emit'(IDENTIFIER) '('(LITERAL) 'event'(IDENTIFIER) ','(LITERAL) 'data'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 391:20 [1] 'emit'(IDENTIFIER)
>>>ADVANCE 391:24 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 391:25 [3] 'event'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'event'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER event
>>>ADVANCE 391:30 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 391:32 [5] 'data'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'data'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER data
>>>ADVANCE 391:36 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 392:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 392:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

392 12(CODE) method attachToDocument(doc)
    'method'(IDENTIFIER) 'attachToDocument'(IDENTIFIER) '('(LITERAL) 'doc'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 392:20 [1] 'attachToDocument'(IDENTIFIER)
>>>ADVANCE 392:36 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 392:37 [3] 'doc'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'doc'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER doc
>>>ADVANCE 392:40 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 393:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
